date,portfolio_value,cash,holdings_value,equity_exposure,cash_exposure,regime,regime_confidence,regime_ratio,num_positions,daily_return,cumulative_return,drawdown
2024-01-02,10000000.0,10000000.0,0.0,0.0,1.0,neutral,0.5,1.0,0,0.0,0.0,0.0
2024-01-03,10000000.0,10000000.0,0.0,0.0,1.0,neutral,0.5,1.0,0,0.0,0.0,0.0
2024-01-04,10000000.0,10000000.0,0.0,0.0,1.0,neutral,0.5,1.0,0,0.0,0.0,0.0
2024-01-05,10000000.0,10000000.0,0.0,0.0,1.0,neutral,0.5,1.0,0,0.0,0.0,0.0
2024-01-08,10000000.0,10000000.0,0.0,0.0,1.0,neutral,0.5,1.0,0,0.0,0.0,0.0
2024-01-09,10000000.0,10000000.0,0.0,0.0,1.0,neutral,0.5,1.0,0,0.0,0.0,0.0
2024-01-10,10000000.0,10000000.0,0.0,0.0,1.0,neutral,0.5,1.0,0,0.0,0.0,0.0
2024-01-11,10000000.0,10000000.0,0.0,0.0,1.0,neutral,0.5,1.0,0,0.0,0.0,0.0
2024-01-12,10000000.0,10000000.0,0.0,0.0,1.0,neutral,0.5,1.0,0,0.0,0.0,0.0
2024-01-15,10000000.0,10000000.0,0.0,0.0,1.0,neutral,0.5,1.0,0,0.0,0.0,0.0
2024-01-16,10000000.0,10000000.0,0.0,0.0,1.0,neutral,0.5,1.0,0,0.0,0.0,0.0
2024-01-17,10000000.0,10000000.0,0.0,0.0,1.0,neutral,0.5,1.0,0,0.0,0.0,0.0
2024-01-18,10000000.0,10000000.0,0.0,0.0,1.0,neutral,0.5,1.0,0,0.0,0.0,0.0
2024-01-19,10000000.0,10000000.0,0.0,0.0,1.0,neutral,0.5,1.0,0,0.0,0.0,0.0
2024-01-22,10000000.0,10000000.0,0.0,0.0,1.0,neutral,0.5,1.0,0,0.0,0.0,0.0
2024-01-23,10000000.0,10000000.0,0.0,0.0,1.0,neutral,0.5,1.0,0,0.0,0.0,0.0
2024-01-24,10000000.0,10000000.0,0.0,0.0,1.0,neutral,0.5,1.0,0,0.0,0.0,0.0
2024-01-25,10000000.0,10000000.0,0.0,0.0,1.0,neutral,0.5,1.0,0,0.0,0.0,0.0
2024-01-26,10000000.0,10000000.0,0.0,0.0,1.0,neutral,0.5,1.0,0,0.0,0.0,0.0
2024-01-29,10000000.0,10000000.0,0.0,0.0,1.0,neutral,0.5,1.0,0,0.0,0.0,0.0
2024-01-30,10000000.0,10000000.0,0.0,0.0,1.0,neutral,0.5,1.0,0,0.0,0.0,0.0
2024-01-31,10000000.0,10000000.0,0.0,0.0,1.0,neutral,0.5,1.0,0,0.0,0.0,0.0
2024-02-01,10000000.0,10000000.0,0.0,0.0,1.0,neutral,0.5,1.0,0,0.0,0.0,0.0
2024-02-02,10000000.0,10000000.0,0.0,0.0,1.0,neutral,0.5,1.0,0,0.0,0.0,0.0
2024-02-05,10000000.0,10000000.0,0.0,0.0,1.0,neutral,0.5,1.0,0,0.0,0.0,0.0
2024-02-06,10000000.0,10000000.0,0.0,0.0,1.0,neutral,0.5,1.0,0,0.0,0.0,0.0
2024-02-07,10000000.0,10000000.0,0.0,0.0,1.0,neutral,0.5,1.0,0,0.0,0.0,0.0
2024-02-08,10000000.0,10000000.0,0.0,0.0,1.0,neutral,0.5,1.0,0,0.0,0.0,0.0
2024-02-13,10000000.0,10000000.0,0.0,0.0,1.0,neutral,0.5,1.0,0,0.0,0.0,0.0
2024-02-14,9990800.0,2020355.0,7970445.0,0.7977784561796853,0.20222154382031468,neutral,0.5,0.8,2,-0.0009200000000000319,-0.0009200000000000319,0.0
2024-02-15,10164256.59175,571.591749999905,10163685.0,0.9999437645296693,5.6235470330791104e-05,neutral,0.5,0.8,3,0.01736163187632611,0.01642565917500005,0.0
2024-02-16,10289888.702790102,385298.70279010176,9904590.0,0.9625556005590586,0.03744439944094129,neutral,0.5,0.8,4,0.012360186886867242,0.028988870279010204,0.0
2024-02-19,10250021.257050116,1306131.2570501151,8943890.0,0.8725728245537306,0.12742717544626933,neutral,0.5,0.8,4,-0.0038744292471478703,0.02500212570501148,0.0
2024-02-20,10284086.61012174,402656.6101217398,9881430.0,0.9608466336985688,0.039153366301431146,neutral,0.5,0.8,5,0.0033234421878094444,0.028408661012174097,0.0
2024-02-21,10187987.347711783,1929512.3477117834,8258475.0,0.8106090749960393,0.18939092500396076,neutral,0.5,0.8,5,-0.009344462571462153,0.018798734771178216,0.0
2024-02-22,10256837.299329316,1904862.2993293162,8351975.0,0.8142836584281323,0.1857163415718677,neutral,0.5,0.8,5,0.006757954173647107,0.025683729932931554,0.0
2024-02-23,10303047.256476752,536242.2564767525,9766805.0,0.9479530431019175,0.052046956898082475,neutral,0.5,0.8,6,0.004505283236817759,0.030304725647675168,0.0
2024-02-26,10336240.545476753,2031660.5454767526,8304580.0,0.803442989108276,0.19655701089172392,neutral,0.5,0.8,6,0.0032216962781699277,0.033624054547675364,0.0
2024-02-27,10261523.800476752,3366423.800476752,6895100.0,0.6719372418821123,0.32806275811788765,neutral,0.5,0.8,5,-0.007228619019774785,0.026152380047675283,0.0
2024-02-28,10287078.800476752,3366423.800476752,6920655.0,0.6727522102464369,0.3272477897535631,neutral,0.5,0.8,5,0.0024903708744321573,0.028707880047675216,0.0
2024-02-29,10261808.800476752,3366423.800476752,6895385.0,0.6719463531302248,0.32805364686977523,neutral,0.5,0.8,5,-0.002456479676118395,0.02618088004767527,0.0
2024-03-04,10416458.800476752,3366423.800476752,7050035.0,0.6768168659849474,0.3231831340150526,neutral,0.5,0.8,5,0.01507044255129908,0.04164588004767533,0.0
2024-03-05,10398738.800476752,3366423.800476752,7032315.0,0.6762661448595659,0.32373385514043407,neutral,0.5,0.8,5,-0.00170115394678938,0.039873880047675225,0.0
2024-03-06,10451368.800476752,3366423.800476752,7084945.0,0.6778963727389289,0.32210362726107117,neutral,0.5,0.8,5,0.00506119068954658,0.04513688004767524,0.0
2024-03-07,10429893.800476752,3366423.800476752,7063470.0,0.6772331660440424,0.3227668339559577,neutral,0.5,0.8,5,-0.0020547547799691923,0.042989380047675274,0.0
2024-03-08,10502443.178894013,1969738.1788940125,8532705.0,0.8124495276630059,0.18755047233699396,neutral,0.5,0.8,6,0.006955907682774765,0.050244317889401424,0.0
2024-03-11,10509413.178894013,1969738.1788940125,8539675.0,0.8125739139412821,0.18742608605871783,neutral,0.5,0.8,6,0.0006636551020819947,0.05094131788940137,0.0
2024-03-12,10575053.178894013,1969738.1788940125,8605315.0,0.8137372790876105,0.18626272091238946,neutral,0.5,0.8,6,0.006245829227822686,0.057505317889401386,0.0
2024-03-13,10710743.178894013,1969738.1788940125,8741005.0,0.81609696488891,0.1839030351110899,neutral,0.5,0.8,6,0.012831141149324266,0.07107431788940133,0.0
2024-03-14,10752218.178894013,1969738.1788940125,8782480.0,0.8168063420847899,0.18319365791521003,neutral,0.5,0.8,6,0.0038722803177400067,0.0752218178894013,0.0
2024-03-15,10655598.178894013,1969738.1788940125,8685860.0,0.8151452273420412,0.1848547726579588,neutral,0.5,0.8,6,-0.008986052774641373,0.06555981788940124,0.0
2024-03-18,10785323.178894013,1969738.1788940125,8815585.0,0.8173686456842918,0.18263135431570818,neutral,0.5,0.8,6,0.012174351718418963,0.07853231788940129,0.0
2024-03-19,10727883.178894013,1969738.1788940125,8758145.0,0.816390787814574,0.18360921218542592,neutral,0.5,0.8,6,-0.00532575603412655,0.07278831788940132,0.0
2024-03-20,10693073.178894013,1969738.1788940125,8723335.0,0.8157930703418469,0.18420692965815305,neutral,0.5,0.8,6,-0.003244815348892427,0.06930731788940125,0.0
2024-03-21,10813713.178894013,1969738.1788940125,8843975.0,0.817848120593904,0.18215187940609592,neutral,0.5,0.8,6,0.01128206998883341,0.08137131788940133,0.0
2024-03-22,10852448.178894013,1969738.1788940125,8882710.0,0.8184982644999138,0.1815017355000861,neutral,0.5,0.8,6,0.003582025836934788,0.08524481788940141,0.0
2024-03-25,10833023.178894013,1969738.1788940125,8863285.0,0.818172808608805,0.1818271913911949,neutral,0.5,0.8,6,-0.0017899187058804111,0.08330231788940123,0.0
2024-03-26,10940378.178894013,1969738.1788940125,8970640.0,0.8199570301240594,0.18004296987594057,neutral,0.5,0.8,6,0.009909976026743816,0.09403781788940124,0.0
2024-03-27,10957328.178894013,1969738.1788940125,8987590.0,0.8202355403858288,0.17976445961417117,neutral,0.5,0.8,6,0.0015493065891176716,0.09573281788940124,0.0
2024-03-28,10877394.62972995,2250204.629729951,8627190.0,0.7931301836213865,0.20686981637861343,neutral,0.5,0.8,10,-0.007294985406937959,0.08773946297299506,0.0
2024-03-29,10937455.389071725,2241885.3890717253,8695570.0,0.79502678554358,0.20497321445642,neutral,0.5,0.8,10,0.005521612609109328,0.09374553890717263,0.0
2024-04-01,11026849.921539098,2219059.921539099,8807790.0,0.7987584906542949,0.2012415093457052,neutral,0.5,0.8,10,0.008173247733352262,0.1026849921539097,0.0
2024-04-02,11141189.921539098,2219059.921539099,8922130.0,0.800823795558047,0.1991762044419531,neutral,0.5,0.8,10,0.010369235168119495,0.11411899215390986,0.0
2024-04-03,11030563.72780486,2198443.7278048596,8832120.0,0.8006952516612348,0.19930474833876521,neutral,0.5,0.8,10,-0.009929477417880306,0.10305637278048607,0.0
2024-04-04,11105170.998070221,2187920.9980702214,8917250.0,0.8029817822300599,0.19701821776994005,neutral,0.5,0.8,10,0.006763686073205655,0.11051709980702218,0.0
2024-04-05,10993849.934565734,2153454.934565734,8840395.0,0.8041218547294281,0.1958781452705719,neutral,0.5,0.8,10,-0.010024254783994935,0.09938499345657337,0.0
2024-04-08,10920765.217473865,2153655.217473865,8767110.0,0.8027926455164616,0.19720735448353843,neutral,0.5,0.8,10,-0.006647781944165376,0.09207652174738645,0.0
2024-04-09,10921324.525670908,2138389.5256709075,8782935.0,0.8042005325778427,0.1957994674221572,neutral,0.5,0.8,10,5.1215110471236613e-05,0.0921324525670908,0.0
2024-04-11,11015384.525670908,2138389.5256709075,8876995.0,0.8058724576806667,0.1941275423193332,neutral,0.5,0.8,10,0.00861250847174344,0.10153845256709082,0.0
2024-04-12,11128221.423602004,2158056.4236020036,8970165.0,0.8060735546630164,0.19392644533698358,neutral,0.5,0.8,10,0.010243573219630653,0.11282214236020027,0.0
2024-04-15,11096711.740940627,2142741.740940627,8953970.0,0.8069030005496931,0.19309699945030698,neutral,0.5,0.8,10,-0.0028315111159226136,0.10967117409406257,0.0
2024-04-16,10786698.445415,2092828.4454150002,8693870.0,0.8059806291975671,0.19401937080243298,neutral,0.5,0.8,10,-0.02793740188652938,0.07866984454149994,0.0
2024-04-17,10733163.321415007,2055868.321415008,8677295.0,0.8084564391829294,0.19154356081707072,neutral,0.5,0.8,10,-0.00496306856735651,0.07331633214150068,0.0
2024-04-18,10814354.226789122,2862809.2267891224,7951545.0,0.7352769137432706,0.26472308625672936,neutral,0.5,0.8,9,0.007564489884554604,0.08143542267891224,0.0
2024-04-19,10719079.178248394,1999479.1782483933,8719600.0,0.8134653970738623,0.18653460292613758,neutral,0.5,0.8,10,-0.008810054353935892,0.0719079178248394,0.0
2024-04-22,10576624.178248394,1999479.1782483933,8577145.0,0.8109529898622596,0.1890470101377403,neutral,0.5,0.8,10,-0.013289854252506617,0.057662417824839496,0.0
2024-04-23,10605774.497605652,2765554.4976056516,7840220.0,0.7392406845695239,0.26075931543047615,neutral,0.5,0.8,9,0.0027561080800437843,0.060577449760565116,0.0
2024-04-24,10755139.998105653,3633684.9981056517,7121455.0,0.66214433296585,0.33785566703415,neutral,0.5,0.8,8,0.014083412817585517,0.07551399981056517,0.0
2024-04-25,10689966.430705827,2778871.430705826,7911095.0,0.7400486288971119,0.259951371102888,neutral,0.5,0.8,9,-0.006059760022770977,0.06899664307058262,0.0
2024-04-26,10820775.8277342,1914275.8277342007,8906500.0,0.8230925528622621,0.17690744713773796,neutral,0.5,0.8,10,0.012236651805812793,0.08207758277341992,0.0
2024-04-29,10885768.841855126,1907883.8418551253,8977885.0,0.8247359585186645,0.17526404148133543,neutral,0.5,0.8,10,0.0060063173986419915,0.08857688418551257,0.0
2024-04-30,10826374.196286205,1881484.1962862045,8944890.0,0.8262128980419303,0.1737871019580696,neutral,0.5,0.8,10,-0.005456173691705812,0.08263741962862059,0.0
2024-05-02,10747227.4995012,1816722.4995012,8930505.0,0.8309589613148584,0.1690410386851416,neutral,0.5,0.8,10,-0.007310545095712162,0.07472274995011996,0.0
2024-05-03,10682610.600899981,1810505.6008999818,8872105.0,0.8305184314452638,0.1694815685547362,neutral,0.5,0.8,10,-0.006012424935102345,0.06826106008999822,0.0
2024-05-07,10846296.967267489,1831766.967267489,9014530.0,0.8311159123896857,0.16888408761031432,neutral,0.5,0.8,10,0.015322693345549698,0.0846296967267488,0.0
2024-05-08,10899776.967267489,1831766.967267489,9068010.0,0.8319445459509524,0.16805545404904762,neutral,0.5,0.8,10,0.004930715078279135,0.08997769672674893,0.0
2024-05-09,10941411.967267489,1831766.967267489,9109645.0,0.8325840419182247,0.16741595808177534,neutral,0.5,0.8,10,0.0038198029303748715,0.09414119672674892,0.0
2024-05-10,10944307.091086648,1767287.0910866493,9177020.0,0.8385199650943661,0.16148003490563398,neutral,0.5,0.8,10,0.0002646023957255661,0.09443070910866491,0.0
2024-05-13,11007552.511829065,1766547.5118290647,9241005.0,0.8395149593944088,0.16048504060559118,neutral,0.5,0.8,10,0.005778841932709167,0.10075525118290662,0.0
2024-05-14,10990252.511829065,1766547.5118290647,9223705.0,0.8392623363359769,0.16073766366402303,neutral,0.5,0.8,10,-0.0015716481916764335,0.09902525118290662,0.0
2024-05-16,11044723.946484843,1755428.9464848435,9289295.0,0.8410617635179976,0.15893823648200245,neutral,0.5,0.8,10,0.0049563405933712446,0.10447239464848423,0.0
2024-05-17,10958007.009132601,1773987.0091326018,9184020.0,0.8381104330692498,0.16188956693075018,neutral,0.5,0.8,10,-0.007851435470222046,0.0958007009132602,0.0
2024-05-20,11051396.6855899,1763861.6855898998,9287535.0,0.8403946817066273,0.15960531829337266,neutral,0.5,0.8,10,0.008522505632590605,0.10513966855899004,0.0
2024-05-21,11054043.255566314,1769588.2555663134,9284455.0,0.8399148425011609,0.1600851574988391,neutral,0.5,0.8,10,0.00023947832583592898,0.10540432555663148,0.0
2024-05-22,11012164.750193758,1767994.7501937572,9244170.0,0.8394507537527851,0.1605492462472149,neutral,0.5,0.8,10,-0.003788523746862338,0.1012164750193758,0.0
2024-05-23,11049939.811195832,1766619.8111958315,9283320.0,0.8401240331276839,0.1598759668723161,neutral,0.5,0.8,10,0.0034303029294406873,0.10499398111958325,0.0
2024-05-24,11054359.878014345,1742104.8780143438,9312255.0,0.8424056302455685,0.1575943697544314,neutral,0.5,0.8,10,0.0004000082257493709,0.10543598780143437,0.0
2024-05-27,11198819.725304084,1734429.7253040846,9464390.0,0.8451238819940029,0.1548761180059972,neutral,0.5,0.8,10,0.013068133196663112,0.11988197253040833,0.0
2024-05-28,11256409.424604006,1767464.4246040056,9488945.0,0.8429815087624014,0.15701849123759853,neutral,0.5,0.8,10,0.005142479360552343,0.12564094246040058,0.0
2024-05-29,11263034.146373447,1761929.146373447,9501105.0,0.8435653196576017,0.1564346803423983,neutral,0.5,0.8,10,0.0005885288567206715,0.12630341463734474,0.0
2024-05-30,11183808.697554806,1745693.6975548055,9438115.0,0.8439088377882858,0.15609116221171404,neutral,0.5,0.8,10,-0.007034112459310071,0.11838086975548068,0.0
2024-05-31,11214358.697554806,1745693.6975548055,9468665.0,0.8443340591615426,0.1556659408384573,neutral,0.5,0.8,10,0.0027316275542765833,0.12143586975548071,0.0
2024-06-03,11180652.411391208,1707692.4113912086,9472960.0,0.8472636167768389,0.1527363832231612,neutral,0.5,0.8,10,-0.003005636530151956,0.11806524113912076,0.0
2024-06-04,11015120.837410562,1687670.8374105627,9327450.0,0.8467859897025606,0.15321401029743953,neutral,0.5,0.8,10,-0.014805180224724435,0.10151208374105614,0.0
2024-06-05,10952063.331877237,1777173.3318772372,9174890.0,0.8377316421550841,0.1622683578449159,neutral,0.5,0.8,10,-0.005724631301289307,0.09520633318772376,0.0
2024-06-07,11037795.774233509,2697975.7742335084,8339820.0,0.7555693338219186,0.2444306661780814,neutral,0.5,0.8,9,0.007827971749098328,0.10377957742335098,0.0
2024-06-10,11042094.47494017,1830139.474940169,9211955.0,0.834257940910247,0.165742059089753,neutral,0.5,0.8,10,0.00038945282143165727,0.10420944749401695,0.0
2024-06-11,11109700.207902685,1881955.2079026846,9227745.0,0.8306025209785598,0.16939747902144017,neutral,0.5,0.8,10,0.006122546145203245,0.11097002079026841,0.0
2024-06-12,11207080.417109195,1905985.4171091942,9301095.0,0.8299302453296009,0.17006975467039903,neutral,0.5,0.8,10,0.008765331861722236,0.12070804171091942,0.0
2024-06-13,11471205.971769767,1829425.9717697666,9641780.0,0.840520170566903,0.15947982943309705,neutral,0.5,0.8,10,0.023567739752928585,0.14712059717697668,0.0
2024-06-14,11494281.40276965,1882306.402769649,9611975.0,0.83623974941869,0.16376025058130997,neutral,0.5,0.8,10,0.002011595908631536,0.14942814027696505,0.0
2024-06-17,11502836.40276965,1882306.402769649,9620530.0,0.8363615427655366,0.1636384572344633,neutral,0.5,0.8,10,0.0007442831526587312,0.15028364027696495,0.0
2024-06-18,11649766.40276965,1882306.402769649,9767460.0,0.838425395180272,0.16157460481972788,neutral,0.5,0.8,10,0.012773371267335687,0.16497664027696501,0.0
2024-06-19,11703991.40276965,1882306.402769649,9821685.0,0.8391739759545433,0.1608260240454566,neutral,0.5,0.8,10,0.0046545997683788976,0.1703991402769649,0.0
2024-06-20,11727061.40276965,1882306.402769649,9844755.0,0.8394903601063184,0.16050963989368158,neutral,0.5,0.8,10,0.001971122432176564,0.17270614027696496,0.0
2024-06-21,11567030.731280016,1815320.731280015,9751710.0,0.8430607842710269,0.15693921572897304,neutral,0.5,0.8,10,-0.013646272155771078,0.15670307312800147,0.0
2024-06-24,11488169.059981687,1811069.0599816875,9677100.0,0.8423535508116404,0.15764644918835957,neutral,0.5,0.8,10,-0.006817797335410214,0.14881690599816877,0.0
2024-06-25,11308244.202875985,1867594.2028759853,9440650.0,0.8348466685569979,0.16515333144300215,neutral,0.5,0.8,10,-0.015661752204923496,0.13082442028759855,0.0
2024-06-26,11474996.400073873,1863041.4000738726,9611955.0,0.8376434000395957,0.16235659996040425,neutral,0.5,0.8,10,0.014746073237035251,0.14749964000738736,0.0
2024-06-27,11434826.495040054,1798641.4950400528,9636185.0,0.8427049596406007,0.15729504035939923,neutral,0.5,0.8,10,-0.0035006464170708185,0.14348264950400536,0.0
2024-06-28,11428061.79161921,1802101.7916192093,9625960.0,0.8423090612844967,0.15769093871550327,neutral,0.5,0.8,10,-0.0005915877625058963,0.14280617916192107,0.0
