date,ticker,side,qty,price,gross_amount,commission,tax,slippage,total_cost,net_amount,reason
2024-02-14,456600,BUY,233,17080.0,3979640.0,600.0,0.0,4000.0,4600.0,3984240.0,rebalance
2024-02-14,434730,BUY,343,11635.0,3990805.0,600.0,0.0,4000.0,4600.0,3995405.0,rebalance
2024-02-15,364980,BUY,149,13540.0,2017460.0,303.05325,0.0,2020.355,2323.40825,2019783.40825,rebalance
2024-02-16,456600,SELL,46,17815.0,819490.0,122.92349999999999,0.0,819.49,942.4135,818547.5865,regime_reduce_neutral_80%
2024-02-16,434730,SELL,68,11840.0,805120.0,120.76799999999999,0.0,805.12,925.888,804194.112,regime_reduce_neutral_80%
2024-02-16,364980,SELL,29,13970.0,405130.0,60.769499999999994,0.0,405.13,465.8995,404664.1005,regime_reduce_neutral_80%
2024-02-16,371460,BUY,229,7165.0,1640785.0,247.00277737800002,0.0,1646.6851825200004,1893.6879598980004,1642678.687959898,rebalance
2024-02-19,456600,SELL,31,17395.0,539245.0,80.88674999999999,0.0,539.245,620.13175,538624.86825,regime_reduce_neutral_80%
2024-02-19,434730,SELL,46,12310.0,566260.0,84.939,0.0,566.26,651.199,565608.801,regime_reduce_neutral_80%
2024-02-19,364980,SELL,20,13645.0,272900.0,40.934999999999995,0.0,272.9,313.835,272586.165,regime_reduce_neutral_80%
2024-02-19,371460,SELL,38,6965.0,264670.0,39.7005,0.0,264.67,304.3705,264365.6295,regime_reduce_neutral_80%
2024-02-19,371460,SELL,191,6965.0,1330315.0,199.54725,0.0,1330.315,1529.8622500000001,1328785.13775,rebalance
2024-02-19,445290,BUY,137,14940.0,2046780.0,307.57137912870303,0.0,2050.4758608580205,2358.0472399867235,2049138.0472399867,rebalance
2024-02-20,456600,SELL,13,17380.0,225940.0,33.891,0.0,225.94,259.831,225680.169,regime_reduce_neutral_80%
2024-02-20,434730,SELL,19,12435.0,236265.0,35.43975,0.0,236.26500000000001,271.70475,235993.29525,regime_reduce_neutral_80%
2024-02-20,364980,SELL,8,13805.0,110440.0,16.566,0.0,110.44,127.006,110312.994,regime_reduce_neutral_80%
2024-02-20,445290,SELL,11,14900.0,163900.0,24.584999999999997,0.0,163.9,188.485,163711.515,regime_reduce_neutral_80%
2024-02-20,463250,BUY,144,11370.0,1637280.0,246.86350152720277,0.0,1645.7566768480185,1892.6201783752213,1639172.6201783752,rebalance
2024-02-21,456600,SELL,23,16890.0,388470.0,58.2705,0.0,388.47,446.7405,388023.2595,regime_reduce_neutral_80%
2024-02-21,434730,SELL,35,12410.0,434350.0,65.15249999999999,0.0,434.35,499.5025,433850.4975,regime_reduce_neutral_80%
2024-02-21,364980,SELL,15,13865.0,207975.0,31.196249999999996,0.0,207.975,239.17125,207735.82875,regime_reduce_neutral_80%
2024-02-21,445290,SELL,21,14735.0,309435.0,46.41524999999999,0.0,309.435,355.85025,309079.14975,regime_reduce_neutral_80%
2024-02-21,463250,SELL,24,11370.0,272880.0,40.931999999999995,0.0,272.88,313.812,272566.188,regime_reduce_neutral_80%
2024-02-21,445290,SELL,105,14735.0,1547175.0,232.07625,0.0,1547.175,1779.25125,1545395.74875,rebalance
2024-02-21,371460,BUY,228,7140.0,1627920.0,244.5566947769218,0.0,1630.3779651794787,1874.9346599564005,1629794.9346599565,rebalance
2024-02-22,371460,SELL,228,7065.0,1610820.0,241.623,0.0,1610.82,1852.443,1608967.557,rebalance
2024-02-22,445290,BUY,109,14970.0,1631730.0,246.20939771308278,0.0,1641.3959847538854,1887.6053824669682,1633617.605382467,rebalance
2024-02-23,371460,BUY,192,7120.0,1367040.0,206.09254598658632,0.0,1373.9503065772421,1580.0428525638285,1368620.0428525638,rebalance
2024-02-26,456600,SELL,18,17800.0,320400.0,48.059999999999995,0.0,320.40000000000003,368.46000000000004,320031.54,regime_reduce_neutral_80%
2024-02-26,434730,SELL,27,12815.0,346005.0,51.900749999999995,0.0,346.005,397.90575,345607.09425,regime_reduce_neutral_80%
2024-02-26,364980,SELL,12,13870.0,166440.0,24.965999999999998,0.0,166.44,191.406,166248.594,regime_reduce_neutral_80%
2024-02-26,463250,SELL,18,11425.0,205650.0,30.847499999999997,0.0,205.65,236.4975,205413.5025,regime_reduce_neutral_80%
2024-02-26,445290,SELL,17,14765.0,251005.0,37.650749999999995,0.0,251.005,288.65575,250716.34425,regime_reduce_neutral_80%
2024-02-26,371460,SELL,29,7160.0,207640.0,31.145999999999997,0.0,207.64000000000001,238.786,207401.214,regime_reduce_neutral_80%
2024-02-27,445290,SELL,92,14525.0,1336300.0,200.445,0.0,1336.3,1536.745,1334763.255,rebalance
2024-03-08,445290,BUY,95,14685.0,1395075.0,210.08107600953505,0.0,1400.5405067302338,1610.6215827397689,1396685.6215827398,rebalance
2024-03-28,456600,SELL,102,18835.0,1921170.0,288.1755,0.0,1921.17,2209.3455,1918960.6545,rebalance
2024-03-28,434730,SELL,148,14235.0,2106780.0,316.017,0.0,2106.78,2422.797,2104357.203,rebalance
2024-03-28,364980,SELL,65,14705.0,955825.0,143.37375,0.0,955.825,1099.19875,954725.80125,rebalance
2024-03-28,463250,SELL,102,12295.0,1254090.0,188.1135,0.0,1254.09,1442.2034999999998,1252647.7965,rebalance
2024-03-28,371460,SELL,163,7700.0,1255100.0,188.265,0.0,1255.1000000000001,1443.3650000000002,1253656.635,rebalance
2024-03-28,445290,SELL,95,15105.0,1434975.0,215.24624999999997,0.0,1434.9750000000001,1650.22125,1433324.77875,rebalance
2024-03-28,396500,BUY,66,13040.0,860640.0,130.64893257472815,0.0,870.9928838315211,1001.6418164062493,861641.6418164063,rebalance
2024-03-28,455850,BUY,53,16340.0,866020.0,130.64893257472815,0.0,870.9928838315211,1001.6418164062493,867021.6418164063,rebalance
2024-03-28,395160,BUY,74,11615.0,859510.0,130.64893257472815,0.0,870.9928838315211,1001.6418164062493,860511.6418164063,rebalance
2024-03-28,388420,BUY,62,14015.0,868930.0,130.64893257472815,0.0,870.9928838315211,1001.6418164062493,869931.6418164063,rebalance
2024-03-28,395270,BUY,72,11960.0,861120.0,130.64893257472815,0.0,870.9928838315211,1001.6418164062493,862121.6418164063,rebalance
2024-03-28,449450,BUY,58,14820.0,859560.0,130.64893257472815,0.0,870.9928838315211,1001.6418164062493,860561.6418164063,rebalance
2024-03-28,426030,BUY,45,19065.0,857925.0,130.64893257472815,0.0,870.9928838315211,1001.6418164062493,858926.6418164063,rebalance
2024-03-28,139230,BUY,221,3925.0,867425.0,130.64893257472815,0.0,870.9928838315211,1001.6418164062493,868426.6418164063,rebalance
2024-03-28,229200,BUY,56,15335.0,858760.0,130.64893257472815,0.0,870.9928838315211,1001.6418164062493,859761.6418164063,rebalance
2024-03-28,469060,BUY,59,14700.0,867300.0,130.64893257472815,0.0,870.9928838315211,1001.6418164062493,868301.6418164063,rebalance
2024-03-29,229200,SELL,56,15170.0,849520.0,127.42799999999998,0.0,849.52,976.948,848543.052,rebalance
2024-03-29,469060,SELL,59,14730.0,869070.0,130.3605,0.0,869.07,999.4305,868070.5695,rebalance
2024-03-29,411060,BUY,61,14240.0,868640.0,131.2736190147594,0.0,875.1574600983961,1006.4310791131554,869646.4310791132,rebalance
2024-03-29,139260,BUY,24,35595.0,854280.0,131.2736190147594,0.0,875.1574600983961,1006.4310791131554,855286.4310791132,rebalance
2024-04-01,139260,SELL,24,35540.0,852960.0,127.94399999999999,0.0,852.96,980.904,851979.096,rebalance
2024-04-01,469060,BUY,59,14810.0,873790.0,132.3343738208607,0.0,882.229158805738,1014.5635326265988,874804.5635326266,rebalance
2024-04-03,469060,SELL,59,14610.0,861990.0,129.2985,0.0,861.99,991.2885,860998.7115,rebalance
2024-04-03,228790,BUY,340,2590.0,880600.0,132.37894359646916,0.0,882.5262906431279,1014.9052342395971,881614.9052342396,rebalance
2024-04-04,228790,SELL,340,2560.0,870400.0,130.56,0.0,870.4,1000.96,869399.04,rebalance
2024-04-04,442320,BUY,55,15980.0,878900.0,133.2743132136583,0.0,888.4954214243888,1021.7697346380471,879921.769734638,rebalance
2024-04-05,426030,SELL,45,18735.0,843075.0,126.46124999999999,0.0,843.075,969.53625,842105.46375,rebalance
2024-04-05,434730,BUY,59,14840.0,875560.0,131.93833754184266,0.0,879.5889169456179,1011.5272544874606,876571.5272544875,rebalance
2024-04-08,139230,SELL,221,3895.0,860795.0,129.11925,0.0,860.7950000000001,989.91425,859805.08575,rebalance
2024-04-08,426030,BUY,45,19080.0,858600.0,131.06124024378883,0.0,873.7416016252589,1004.8028418690477,859604.8028418691,rebalance
2024-04-09,426030,SELL,45,19050.0,857250.0,128.58749999999998,0.0,857.25,985.8375,856264.1625,rebalance
2024-04-09,139230,BUY,219,3975.0,870525.0,131.06795255968638,0.0,873.7863503979094,1004.8543029575958,871529.8543029577,rebalance
2024-04-12,434730,SELL,59,15390.0,908010.0,136.20149999999998,0.0,908.01,1044.2115,906965.7885,rebalance
2024-04-12,426030,BUY,45,19695.0,886275.0,133.5509437700509,0.0,890.3396251336727,1023.8905689037236,887298.8905689038,rebalance
2024-04-15,426030,SELL,45,19395.0,872775.0,130.91625,0.0,872.775,1003.69125,871771.30875,rebalance
2024-04-15,434730,BUY,57,15545.0,886065.0,133.17279278822406,0.0,887.8186185881603,1020.9914113763843,887085.9914113764,rebalance
2024-04-16,139230,SELL,219,3830.0,838770.0,125.81549999999999,0.0,838.77,964.5854999999999,837805.4145,rebalance
2024-04-16,465580,BUY,65,13155.0,855075.0,129.46420275828754,0.0,863.0946850552504,992.5588878135379,856067.5588878136,rebalance
2024-04-16,381170,BUY,47,18090.0,850230.0,129.46420275828754,0.0,863.0946850552504,992.5588878135379,851222.5588878136,rebalance
2024-04-17,442320,SELL,55,15055.0,828025.0,124.20374999999999,0.0,828.025,952.22875,827072.77125,rebalance
2024-04-17,381170,SELL,47,17995.0,845765.0,126.86474999999999,0.0,845.765,972.62975,844792.37025,rebalance
2024-04-17,228790,BUY,330,2595.0,856350.0,128.82166304298,0.0,858.8110869532001,987.6327499961801,857337.6327499961,rebalance
2024-04-17,426030,BUY,45,18900.0,850500.0,128.82166304298,0.0,858.8110869532001,987.6327499961801,851487.6327499961,rebalance
2024-04-18,395270,SELL,72,11970.0,861840.0,129.27599999999998,0.0,861.84,991.116,860848.884,rebalance
2024-04-18,465580,SELL,65,12870.0,836550.0,125.48249999999999,0.0,836.5500000000001,962.0325,835587.9675,rebalance
2024-04-18,426030,SELL,45,18565.0,835425.0,125.31374999999998,0.0,835.4250000000001,960.7387500000001,834464.26125,rebalance
2024-04-18,466920,BUY,84,10230.0,859320.0,129.7961332099801,0.0,865.3075547332008,995.103687943181,860315.1036879432,rebalance
2024-04-18,139230,BUY,213,4050.0,862650.0,129.7961332099801,0.0,865.3075547332008,995.103687943181,863645.1036879432,rebalance
2024-04-19,395160,SELL,74,11250.0,832500.0,124.87499999999999,0.0,832.5,957.375,831542.625,rebalance
2024-04-19,434730,BUY,54,15630.0,844020.0,128.65262222146947,0.0,857.68414814313,986.3367703645995,845006.3367703645,rebalance
2024-04-19,442320,BUY,54,15720.0,848880.0,128.65262222146947,0.0,857.68414814313,986.3367703645995,849866.3367703645,rebalance
2024-04-23,388420,SELL,62,13295.0,824290.0,123.64349999999999,0.0,824.29,947.9335,823342.0665,rebalance
2024-04-23,421320,BUY,65,12870.0,836550.0,127.2927158309807,0.0,848.6181055398714,975.9108213708521,837525.9108213709,rebalance
2024-04-23,371160,BUY,162,5230.0,847260.0,127.2927158309807,0.0,848.6181055398714,975.9108213708521,848235.9108213709,rebalance
2024-04-24,371160,SELL,162,5365.0,869130.0,130.3695,0.0,869.13,999.4995,868130.5005,rebalance
2024-04-25,371160,BUY,159,5370.0,853830.0,128.29139997726784,0.0,855.2759998484523,983.5673998257201,854813.5673998257,rebalance
2024-04-26,396500,BUY,68,12700.0,863600.0,129.86125716846993,0.0,865.7417144564663,995.6029716249362,864595.6029716249,rebalance
2024-04-29,396500,SELL,68,12665.0,861220.0,129.183,0.0,861.22,990.403,860229.597,rebalance
2024-04-29,455850,BUY,54,16030.0,865620.0,130.6412450968104,0.0,870.9416339787361,1001.5828790755465,866621.5828790755,rebalance
2024-04-30,421320,SELL,65,12890.0,837850.0,125.6775,0.0,837.85,963.5275,836886.4725,rebalance
2024-04-30,457480,BUY,78,11055.0,862290.0,129.9284437722615,0.0,866.18962514841,996.1180689206715,863286.1180689207,rebalance
2024-05-02,455850,SELL,54,15850.0,855900.0,128.385,0.0,855.9,984.285,854915.715,rebalance
2024-05-02,421320,BUY,64,13290.0,850560.0,128.99046423943446,0.0,859.9364282628965,988.9268925023309,851548.9268925023,rebalance
2024-05-02,388420,BUY,62,13825.0,857150.0,128.99046423943446,0.0,859.9364282628965,988.9268925023309,858138.9268925023,rebalance
2024-05-03,421320,SELL,64,13030.0,833920.0,125.088,0.0,833.9200000000001,959.008,832960.992,rebalance
2024-05-03,455850,BUY,53,15815.0,838195.0,128.2031218980144,0.0,854.6874793200961,982.8906012181105,839177.8906012181,rebalance
2024-05-07,411060,SELL,61,14550.0,887550.0,133.1325,0.0,887.5500000000001,1020.6825000000001,886529.3175,rebalance
2024-05-07,396500,BUY,66,13095.0,864270.0,130.16753902079978,0.0,867.7835934719986,997.9511324927985,865267.9511324927,rebalance
2024-05-10,388420,SELL,62,13925.0,863350.0,129.5025,0.0,863.35,992.8525,862357.1475,rebalance
2024-05-10,455850,SELL,53,15870.0,841110.0,126.16649999999998,0.0,841.11,967.2764999999999,840142.7235,rebalance
2024-05-10,396500,SELL,66,12955.0,855030.0,128.25449999999998,0.0,855.03,983.2845,854046.7155,rebalance
2024-05-10,411060,BUY,59,14820.0,874380.0,131.36794264520987,0.0,875.7862843013992,1007.154226946609,875387.1542269466,rebalance
2024-05-10,440910,BUY,65,13410.0,871650.0,131.36794264520987,0.0,875.7862843013992,1007.154226946609,872657.1542269466,rebalance
2024-05-10,465580,BUY,65,13415.0,871975.0,131.36794264520987,0.0,875.7862843013992,1007.154226946609,872982.1542269466,rebalance
2024-05-13,440910,SELL,65,13335.0,866775.0,130.01624999999999,0.0,866.775,996.79125,865778.20875,rebalance
2024-05-13,381170,BUY,47,18415.0,865505.0,132.1027835980398,0.0,880.6852239869321,1012.7880075849719,866517.788007585,rebalance
2024-05-16,381170,SELL,47,18545.0,871615.0,130.74224999999998,0.0,871.615,1002.35725,870612.64275,rebalance
2024-05-16,396500,BUY,67,13145.0,880715.0,132.54888185494877,0.0,883.6592123663253,1016.208094221274,881731.2080942213,rebalance
2024-05-17,449450,SELL,58,15520.0,900160.0,135.024,0.0,900.16,1035.184,899124.816,rebalance
2024-05-17,396500,SELL,67,12980.0,869660.0,130.44899999999998,0.0,869.66,1000.1089999999999,868659.891,rebalance
2024-05-17,381170,BUY,47,18590.0,873730.0,131.52028384181813,0.0,876.8018922787876,1008.3221761206057,874738.3221761206,rebalance
2024-05-17,469060,BUY,58,15060.0,873480.0,131.52028384181813,0.0,876.8018922787876,1008.3221761206057,874488.3221761206,rebalance
2024-05-20,469060,SELL,58,15045.0,872610.0,130.89149999999998,0.0,872.61,1003.5015,871606.4985,rebalance
2024-05-20,396500,BUY,67,13145.0,880715.0,132.62896209159123,0.0,884.1930806106083,1016.8220427021995,881731.8220427022,rebalance
2024-05-21,381170,SELL,47,18760.0,881720.0,132.25799999999998,0.0,881.72,1013.9780000000001,880706.022,rebalance
2024-05-21,396500,SELL,67,13175.0,882725.0,132.40875,0.0,882.725,1015.13375,881709.86625,rebalance
2024-05-21,381180,BUY,48,18345.0,880560.0,132.67293088607877,0.0,884.486205907192,1017.1591367932708,881577.1591367932,rebalance
2024-05-21,469060,BUY,57,15335.0,874095.0,132.67293088607877,0.0,884.486205907192,1017.1591367932708,875112.1591367932,rebalance
2024-05-22,466920,SELL,84,10355.0,869820.0,130.47299999999998,0.0,869.82,1000.293,868819.707,rebalance
2024-05-22,381170,BUY,46,18900.0,869400.0,132.15813555079575,0.0,881.054237005305,1013.2123725561007,870413.2123725561,rebalance
2024-05-23,411060,SELL,59,14860.0,876740.0,131.511,0.0,876.74,1008.251,875731.749,rebalance
2024-05-23,469050,BUY,57,15370.0,876090.0,132.61147799032508,0.0,884.0765199355008,1016.6879979258258,877106.6879979258,rebalance
2024-05-24,469050,SELL,57,15070.0,858990.0,128.8485,0.0,858.99,987.8385000000001,858002.1615,rebalance
2024-05-24,466920,BUY,82,10750.0,881500.0,132.66452367234996,0.0,884.4301578156666,1017.0946814880165,882517.094681488,rebalance
2024-05-27,466920,SELL,82,10655.0,873710.0,131.0565,0.0,873.71,1004.7665000000001,872705.2335,rebalance
2024-05-27,456600,BUY,43,20450.0,879350.0,134.39820133817213,0.0,895.9880089211475,1030.3862102593196,880380.3862102593,rebalance
2024-05-28,371160,SELL,159,5795.0,921405.0,138.21075,0.0,921.405,1059.61575,920345.38425,rebalance
2024-05-28,396500,BUY,65,13635.0,886275.0,135.089341314649,0.0,900.5956087643268,1035.6849500789758,887310.684950079,rebalance
2024-05-29,396500,SELL,65,13565.0,881725.0,132.25875,0.0,881.725,1013.98375,880711.01625,rebalance
2024-05-29,469050,BUY,57,15530.0,885210.0,135.16884529024807,0.0,901.1256352683206,1036.2944805585687,886246.2944805586,rebalance
2024-05-30,469050,SELL,57,15125.0,862125.0,129.31875,0.0,862.125,991.44375,861133.55625,rebalance
2024-05-30,426030,BUY,43,20380.0,876340.0,134.21805243148137,0.0,894.7870162098758,1029.0050686413572,877369.0050686414,rebalance
2024-06-03,426030,SELL,43,19870.0,854410.0,128.1615,0.0,854.41,982.5715,853427.4285,rebalance
2024-06-03,466920,BUY,84,10600.0,890400.0,134.18017351265766,0.0,894.5344900843845,1028.714663597042,891428.714663597,rebalance
2024-06-04,456600,SELL,43,20195.0,868385.0,130.25775,0.0,868.385,998.64275,867386.35725,rebalance
2024-06-04,466920,SELL,84,10360.0,870240.0,130.536,0.0,870.24,1000.7760000000001,869239.224,rebalance
2024-06-04,371160,BUY,152,5770.0,877040.0,132.2057759116945,0.0,881.3718394112968,1013.5776153229913,878053.577615323,rebalance
2024-06-04,426030,BUY,44,19945.0,877580.0,132.2057759116945,0.0,881.3718394112968,1013.5776153229913,878593.577615323,rebalance
2024-06-05,434730,SELL,54,17630.0,952020.0,142.803,0.0,952.02,1094.8229999999999,950925.177,rebalance
2024-06-05,469050,BUY,57,15095.0,860415.0,131.43685217292673,0.0,876.245681152845,1007.6825333257717,861422.6825333257,rebalance
2024-06-07,371160,SELL,152,5725.0,870200.0,130.53,0.0,870.2,1000.73,869199.27,rebalance
2024-06-07,461340,BUY,59,14805.0,873495.0,132.46573613852684,0.0,883.104907590179,1015.5706437287058,874510.5706437287,rebalance
2024-06-10,461340,SELL,59,14800.0,873200.0,130.98,0.0,873.2,1004.1800000000001,872195.82,rebalance
2024-06-10,442320,BUY,50,17370.0,868500.0,132.5295191308021,0.0,883.5301275386807,1016.0596466694828,869516.0596466694,rebalance
2024-06-10,379810,BUY,50,17390.0,869500.0,132.5295191308021,0.0,883.5301275386807,1016.0596466694828,870516.0596466694,rebalance
2024-06-11,139230,SELL,213,4380.0,932940.0,139.94099999999997,0.0,932.94,1072.881,931867.119,rebalance
2024-06-11,379810,SELL,50,17510.0,875500.0,131.325,0.0,875.5,1006.825,874493.175,rebalance
2024-06-11,461340,BUY,58,15110.0,876380.0,133.340937227282,0.0,888.9395815152135,1022.2805187424955,877402.2805187425,rebalance
2024-06-11,456600,BUY,42,20860.0,876120.0,133.340937227282,0.0,888.9395815152135,1022.2805187424955,877142.2805187425,rebalance
2024-06-12,442320,SELL,50,17205.0,860250.0,129.0375,0.0,860.25,989.2875,859260.7125,rebalance
2024-06-12,456600,SELL,42,20870.0,876540.0,131.481,0.0,876.54,1008.021,875531.979,rebalance
2024-06-12,379810,BUY,50,17640.0,882000.0,134.5097147928322,0.0,896.7314319522148,1031.241146745047,883031.241146745,rebalance
2024-06-12,133690,BUY,7,118100.0,826700.0,134.5097147928322,0.0,896.7314319522148,1031.241146745047,827731.241146745,rebalance
2024-06-13,379810,SELL,50,17940.0,897000.0,134.54999999999998,0.0,897.0,1031.55,895968.45,rebalance
2024-06-13,133690,SELL,7,120100.0,840700.0,126.10499999999999,0.0,840.7,966.8050000000001,839733.195,rebalance
2024-06-13,395270,BUY,70,12945.0,906150.0,137.67980474531032,0.0,917.8653649687357,1055.545169714046,907205.545169714,rebalance
2024-06-13,396500,BUY,64,14125.0,904000.0,137.67980474531032,0.0,917.8653649687357,1055.545169714046,905055.545169714,rebalance
2024-06-14,395270,SELL,70,12880.0,901600.0,135.23999999999998,0.0,901.6,1036.84,900563.16,rebalance
2024-06-14,396500,SELL,64,14095.0,902080.0,135.31199999999998,0.0,902.08,1037.392,901042.608,rebalance
2024-06-14,379810,BUY,50,18030.0,901500.0,137.9567608772372,0.0,919.7117391815815,1057.6685000588186,902557.6685000588,rebalance
2024-06-14,133690,BUY,7,120730.0,845110.0,137.9567608772372,0.0,919.7117391815815,1057.6685000588186,846167.6685000588,rebalance
2024-06-21,133690,SELL,7,122535.0,857745.0,128.66174999999998,0.0,857.745,986.40675,856758.59325,rebalance
2024-06-21,139230,BUY,198,4660.0,922680.0,138.81713995223578,0.0,925.447599681572,1064.2647396338077,923744.2647396338,rebalance
2024-06-24,379810,SELL,50,18255.0,912750.0,136.9125,0.0,912.75,1049.6625,911700.3375,rebalance
2024-06-24,466920,BUY,81,11295.0,914895.0,137.87071282536021,0.0,919.1380855024015,1057.0087983277617,915952.0087983278,rebalance
2024-06-25,426030,SELL,44,20750.0,913000.0,136.95,0.0,913.0,1049.95,911950.05,rebalance
2024-06-25,469050,SELL,57,15695.0,894615.0,134.19225,0.0,894.615,1028.80725,893586.19275,rebalance
2024-06-25,379810,BUY,50,18035.0,901750.0,135.72390363278024,0.0,904.826024218535,1040.5499278513153,902790.5499278513,rebalance
2024-06-25,133690,BUY,7,120740.0,845180.0,135.72390363278024,0.0,904.826024218535,1040.5499278513153,846220.5499278513,rebalance
2024-06-26,466920,SELL,81,11240.0,910440.0,136.56599999999997,0.0,910.44,1047.006,909392.994,rebalance
2024-06-26,426030,BUY,43,21230.0,912890.0,137.71262636251183,0.0,918.0841757500789,1055.7968021125907,913945.7968021126,rebalance
2024-06-27,133690,SELL,7,121780.0,852460.0,127.86899999999999,0.0,852.46,980.3290000000001,851479.671,rebalance
2024-06-27,426030,SELL,43,21035.0,904505.0,135.67575,0.0,904.505,1040.18075,903464.81925,rebalance
2024-06-27,466920,BUY,80,11365.0,909200.0,137.24317068388646,0.0,914.9544712259099,1052.1976419097964,910252.1976419098,rebalance
2024-06-27,395270,BUY,69,13160.0,908040.0,137.24317068388646,0.0,914.9544712259099,1052.1976419097964,909092.1976419098,rebalance
2024-06-28,379810,SELL,50,18230.0,911500.0,136.725,0.0,911.5,1048.225,910451.775,rebalance
2024-06-28,457480,BUY,84,10785.0,905940.0,137.14935924048063,0.0,914.3290616032044,1051.478420843685,906991.4784208437,rebalance
