number,value,datetime_start,datetime_complete,duration,bear_rsi_boost,ma_period,rsi_period,stop_loss_pct,by_lookback,fail_reason,valid,state
41,-2.6660083532647363,2025-12-27 17:52:08.134708,2025-12-27 17:52:17.953403,0 days 00:00:09.818695,8,60,58,0.05,"{'3': {'requested_lb': 3, 'effective_lb': '283d', 'val_effective_start_date': '2023-03-23 00:00:00', 'val_effective_end_date': '2023-12-31 00:00:00', 'val_bars_used': 63, 'val_trades': 272, 'val_is_capped': False, 'val_sharpe': 0.44797997419989655, 'score': 0.44797997419989655}, '6': {'requested_lb': 6, 'effective_lb': '370d', 'val_effective_start_date': '2022-12-26 00:00:00', 'val_effective_end_date': '2023-12-31 00:00:00', 'val_bars_used': 122, 'val_trades': 526, 'val_is_capped': False, 'val_sharpe': -2.6660083532647363, 'score': -2.6660083532647363}, '12': {'requested_lb': 12, 'effective_lb': '370d', 'val_effective_start_date': '2022-12-26 00:00:00', 'val_effective_end_date': '2023-12-31 00:00:00', 'val_bars_used': 122, 'val_trades': 526, 'val_is_capped': False, 'val_sharpe': -2.6660083532647363, 'score': -2.6660083532647363}}",,True,COMPLETE
25,-2.6660083532647363,2025-12-27 17:49:36.670785,2025-12-27 17:49:45.729307,0 days 00:00:09.058522,20,60,60,0.14,"{'3': {'requested_lb': 3, 'effective_lb': '283d', 'val_effective_start_date': '2023-03-23 00:00:00', 'val_effective_end_date': '2023-12-31 00:00:00', 'val_bars_used': 63, 'val_trades': 272, 'val_is_capped': False, 'val_sharpe': 0.4530177218304527, 'score': 0.4530177218304527}, '6': {'requested_lb': 6, 'effective_lb': '370d', 'val_effective_start_date': '2022-12-26 00:00:00', 'val_effective_end_date': '2023-12-31 00:00:00', 'val_bars_used': 122, 'val_trades': 526, 'val_is_capped': False, 'val_sharpe': -2.6660083532647363, 'score': -2.6660083532647363}, '12': {'requested_lb': 12, 'effective_lb': '370d', 'val_effective_start_date': '2022-12-26 00:00:00', 'val_effective_end_date': '2023-12-31 00:00:00', 'val_bars_used': 122, 'val_trades': 526, 'val_is_capped': False, 'val_sharpe': -2.6660083532647363, 'score': -2.6660083532647363}}",,True,COMPLETE
49,-2.672633447742443,2025-12-27 17:53:23.476199,2025-12-27 17:53:33.258694,0 days 00:00:09.782495,7,60,53,0.15,"{'3': {'requested_lb': 3, 'effective_lb': '283d', 'val_effective_start_date': '2023-03-23 00:00:00', 'val_effective_end_date': '2023-12-31 00:00:00', 'val_bars_used': 63, 'val_trades': 272, 'val_is_capped': False, 'val_sharpe': 0.44797997419989655, 'score': 0.44797997419989655}, '6': {'requested_lb': 6, 'effective_lb': '370d', 'val_effective_start_date': '2022-12-26 00:00:00', 'val_effective_end_date': '2023-12-31 00:00:00', 'val_bars_used': 122, 'val_trades': 526, 'val_is_capped': False, 'val_sharpe': -2.672633447742443, 'score': -2.672633447742443}, '12': {'requested_lb': 12, 'effective_lb': '370d', 'val_effective_start_date': '2022-12-26 00:00:00', 'val_effective_end_date': '2023-12-31 00:00:00', 'val_bars_used': 122, 'val_trades': 526, 'val_is_capped': False, 'val_sharpe': -2.672633447742443, 'score': -2.672633447742443}}",,True,COMPLETE
36,-2.672755830835784,2025-12-27 17:51:21.292215,2025-12-27 17:51:30.969968,0 days 00:00:09.677753,20,60,49,0.1,"{'3': {'requested_lb': 3, 'effective_lb': '283d', 'val_effective_start_date': '2023-03-23 00:00:00', 'val_effective_end_date': '2023-12-31 00:00:00', 'val_bars_used': 63, 'val_trades': 272, 'val_is_capped': False, 'val_sharpe': 0.44797997419989655, 'score': 0.44797997419989655}, '6': {'requested_lb': 6, 'effective_lb': '370d', 'val_effective_start_date': '2022-12-26 00:00:00', 'val_effective_end_date': '2023-12-31 00:00:00', 'val_bars_used': 122, 'val_trades': 526, 'val_is_capped': False, 'val_sharpe': -2.672755830835784, 'score': -2.672755830835784}, '12': {'requested_lb': 12, 'effective_lb': '370d', 'val_effective_start_date': '2022-12-26 00:00:00', 'val_effective_end_date': '2023-12-31 00:00:00', 'val_bars_used': 122, 'val_trades': 526, 'val_is_capped': False, 'val_sharpe': -2.672755830835784, 'score': -2.672755830835784}}",,True,COMPLETE
14,-2.6850037107474574,2025-12-27 17:47:58.998247,2025-12-27 17:48:08.164310,0 days 00:00:09.166063,13,60,44,0.14,"{'3': {'requested_lb': 3, 'effective_lb': '283d', 'val_effective_start_date': '2023-03-23 00:00:00', 'val_effective_end_date': '2023-12-31 00:00:00', 'val_bars_used': 63, 'val_trades': 272, 'val_is_capped': False, 'val_sharpe': 0.4144983680661576, 'score': 0.4144983680661576}, '6': {'requested_lb': 6, 'effective_lb': '370d', 'val_effective_start_date': '2022-12-26 00:00:00', 'val_effective_end_date': '2023-12-31 00:00:00', 'val_bars_used': 122, 'val_trades': 526, 'val_is_capped': False, 'val_sharpe': -2.6850037107474574, 'score': -2.6850037107474574}, '12': {'requested_lb': 12, 'effective_lb': '370d', 'val_effective_start_date': '2022-12-26 00:00:00', 'val_effective_end_date': '2023-12-31 00:00:00', 'val_bars_used': 122, 'val_trades': 526, 'val_is_capped': False, 'val_sharpe': -2.6850037107474574, 'score': -2.6850037107474574}}",,True,COMPLETE
26,-2.742157708653601,2025-12-27 17:49:45.736326,2025-12-27 17:49:54.916724,0 days 00:00:09.180398,17,80,42,0.15,"{'3': {'requested_lb': 3, 'effective_lb': '283d', 'val_effective_start_date': '2023-03-23 00:00:00', 'val_effective_end_date': '2023-12-31 00:00:00', 'val_bars_used': 63, 'val_trades': 194, 'val_is_capped': False, 'val_sharpe': 0.35991861849042284, 'score': 0.35991861849042284}, '6': {'requested_lb': 6, 'effective_lb': '370d', 'val_effective_start_date': '2022-12-26 00:00:00', 'val_effective_end_date': '2023-12-31 00:00:00', 'val_bars_used': 122, 'val_trades': 444, 'val_is_capped': False, 'val_sharpe': -2.742157708653601, 'score': -2.742157708653601}, '12': {'requested_lb': 12, 'effective_lb': '370d', 'val_effective_start_date': '2022-12-26 00:00:00', 'val_effective_end_date': '2023-12-31 00:00:00', 'val_bars_used': 122, 'val_trades': 444, 'val_is_capped': False, 'val_sharpe': -2.742157708653601, 'score': -2.742157708653601}}",,True,COMPLETE
48,-2.957295066130938,2025-12-27 17:53:13.943002,2025-12-27 17:53:23.470386,0 days 00:00:09.527384,18,40,19,0.12000000000000001,"{'3': {'requested_lb': 3, 'effective_lb': '283d', 'val_effective_start_date': '2023-03-23 00:00:00', 'val_effective_end_date': '2023-12-31 00:00:00', 'val_bars_used': 63, 'val_trades': 278, 'val_is_capped': False, 'val_sharpe': -2.957295066130938, 'score': -2.957295066130938}, '6': {'requested_lb': 6, 'effective_lb': '370d', 'val_effective_start_date': '2022-12-26 00:00:00', 'val_effective_end_date': '2023-12-31 00:00:00', 'val_bars_used': 122, 'val_trades': 526, 'val_is_capped': False, 'val_sharpe': -2.3148918156127714, 'score': -2.3148918156127714}, '12': {'requested_lb': 12, 'effective_lb': '370d', 'val_effective_start_date': '2022-12-26 00:00:00', 'val_effective_end_date': '2023-12-31 00:00:00', 'val_bars_used': 122, 'val_trades': 526, 'val_is_capped': False, 'val_sharpe': -2.3148918156127714, 'score': -2.3148918156127714}}",,True,COMPLETE
1,-3.0284161341514824,2025-12-27 17:46:04.711527,2025-12-27 17:46:13.806572,0 days 00:00:09.095045,18,60,17,0.05,"{'3': {'requested_lb': 3, 'effective_lb': '283d', 'val_effective_start_date': '2023-03-23 00:00:00', 'val_effective_end_date': '2023-12-31 00:00:00', 'val_bars_used': 63, 'val_trades': 278, 'val_is_capped': False, 'val_sharpe': -1.9924107405584548, 'score': -1.9924107405584548}, '6': {'requested_lb': 6, 'effective_lb': '370d', 'val_effective_start_date': '2022-12-26 00:00:00', 'val_effective_end_date': '2023-12-31 00:00:00', 'val_bars_used': 122, 'val_trades': 528, 'val_is_capped': False, 'val_sharpe': -3.0284161341514824, 'score': -3.0284161341514824}, '12': {'requested_lb': 12, 'effective_lb': '370d', 'val_effective_start_date': '2022-12-26 00:00:00', 'val_effective_end_date': '2023-12-31 00:00:00', 'val_bars_used': 122, 'val_trades': 528, 'val_is_capped': False, 'val_sharpe': -3.0284161341514824, 'score': -3.0284161341514824}}",,True,COMPLETE
46,-3.0752428016336264,2025-12-27 17:52:55.288410,2025-12-27 17:53:04.664609,0 days 00:00:09.376199,10,70,10,0.1,"{'3': {'requested_lb': 3, 'effective_lb': '283d', 'val_effective_start_date': '2023-03-23 00:00:00', 'val_effective_end_date': '2023-12-31 00:00:00', 'val_bars_used': 63, 'val_trades': 232, 'val_is_capped': False, 'val_sharpe': -1.5586998918821677, 'score': -1.5586998918821677}, '6': {'requested_lb': 6, 'effective_lb': '370d', 'val_effective_start_date': '2022-12-26 00:00:00', 'val_effective_end_date': '2023-12-31 00:00:00', 'val_bars_used': 122, 'val_trades': 476, 'val_is_capped': False, 'val_sharpe': -3.0752428016336264, 'score': -3.0752428016336264}, '12': {'requested_lb': 12, 'effective_lb': '370d', 'val_effective_start_date': '2022-12-26 00:00:00', 'val_effective_end_date': '2023-12-31 00:00:00', 'val_bars_used': 122, 'val_trades': 476, 'val_is_capped': False, 'val_sharpe': -3.0752428016336264, 'score': -3.0752428016336264}}",,True,COMPLETE
38,-3.1148519698962196,2025-12-27 17:51:40.265286,2025-12-27 17:51:49.718202,0 days 00:00:09.452916,19,70,54,0.15,"{'3': {'requested_lb': 3, 'effective_lb': '283d', 'val_effective_start_date': '2023-03-23 00:00:00', 'val_effective_end_date': '2023-12-31 00:00:00', 'val_bars_used': 63, 'val_trades': 230, 'val_is_capped': False, 'val_sharpe': -0.27873691762609243, 'score': -0.27873691762609243}, '6': {'requested_lb': 6, 'effective_lb': '370d', 'val_effective_start_date': '2022-12-26 00:00:00', 'val_effective_end_date': '2023-12-31 00:00:00', 'val_bars_used': 122, 'val_trades': 486, 'val_is_capped': False, 'val_sharpe': -3.1148519698962196, 'score': -3.1148519698962196}, '12': {'requested_lb': 12, 'effective_lb': '370d', 'val_effective_start_date': '2022-12-26 00:00:00', 'val_effective_end_date': '2023-12-31 00:00:00', 'val_bars_used': 122, 'val_trades': 486, 'val_is_capped': False, 'val_sharpe': -3.1148519698962196, 'score': -3.1148519698962196}}",,True,COMPLETE
13,-3.1591415204832196,2025-12-27 17:47:49.917133,2025-12-27 17:47:58.991735,0 days 00:00:09.074602,15,70,60,0.13,"{'3': {'requested_lb': 3, 'effective_lb': '283d', 'val_effective_start_date': '2023-03-23 00:00:00', 'val_effective_end_date': '2023-12-31 00:00:00', 'val_bars_used': 63, 'val_trades': 230, 'val_is_capped': False, 'val_sharpe': -0.2728865064099749, 'score': -0.2728865064099749}, '6': {'requested_lb': 6, 'effective_lb': '370d', 'val_effective_start_date': '2022-12-26 00:00:00', 'val_effective_end_date': '2023-12-31 00:00:00', 'val_bars_used': 122, 'val_trades': 484, 'val_is_capped': False, 'val_sharpe': -3.1591415204832196, 'score': -3.1591415204832196}, '12': {'requested_lb': 12, 'effective_lb': '370d', 'val_effective_start_date': '2022-12-26 00:00:00', 'val_effective_end_date': '2023-12-31 00:00:00', 'val_bars_used': 122, 'val_trades': 484, 'val_is_capped': False, 'val_sharpe': -3.1591415204832196, 'score': -3.1591415204832196}}",,True,COMPLETE
34,-3.1591415204832196,2025-12-27 17:51:02.075349,2025-12-27 17:51:11.659545,0 days 00:00:09.584196,19,70,60,0.15,"{'3': {'requested_lb': 3, 'effective_lb': '283d', 'val_effective_start_date': '2023-03-23 00:00:00', 'val_effective_end_date': '2023-12-31 00:00:00', 'val_bars_used': 63, 'val_trades': 230, 'val_is_capped': False, 'val_sharpe': -0.2728865064099749, 'score': -0.2728865064099749}, '6': {'requested_lb': 6, 'effective_lb': '370d', 'val_effective_start_date': '2022-12-26 00:00:00', 'val_effective_end_date': '2023-12-31 00:00:00', 'val_bars_used': 122, 'val_trades': 484, 'val_is_capped': False, 'val_sharpe': -3.1591415204832196, 'score': -3.1591415204832196}, '12': {'requested_lb': 12, 'effective_lb': '370d', 'val_effective_start_date': '2022-12-26 00:00:00', 'val_effective_end_date': '2023-12-31 00:00:00', 'val_bars_used': 122, 'val_trades': 484, 'val_is_capped': False, 'val_sharpe': -3.1591415204832196, 'score': -3.1591415204832196}}",,True,COMPLETE
16,-3.1974596409751985,2025-12-27 17:48:16.014135,2025-12-27 17:48:25.035776,0 days 00:00:09.021641,18,70,40,0.15,"{'3': {'requested_lb': 3, 'effective_lb': '283d', 'val_effective_start_date': '2023-03-23 00:00:00', 'val_effective_end_date': '2023-12-31 00:00:00', 'val_bars_used': 63, 'val_trades': 230, 'val_is_capped': False, 'val_sharpe': -0.34795304501556396, 'score': -0.34795304501556396}, '6': {'requested_lb': 6, 'effective_lb': '370d', 'val_effective_start_date': '2022-12-26 00:00:00', 'val_effective_end_date': '2023-12-31 00:00:00', 'val_bars_used': 122, 'val_trades': 486, 'val_is_capped': False, 'val_sharpe': -3.1974596409751985, 'score': -3.1974596409751985}, '12': {'requested_lb': 12, 'effective_lb': '370d', 'val_effective_start_date': '2022-12-26 00:00:00', 'val_effective_end_date': '2023-12-31 00:00:00', 'val_bars_used': 122, 'val_trades': 486, 'val_is_capped': False, 'val_sharpe': -3.1974596409751985, 'score': -3.1974596409751985}}",,True,COMPLETE
7,-999.0,2025-12-27 17:46:56.328312,2025-12-27 17:47:04.612973,0 days 00:00:08.284661,3,140,12,0.11,"{'3': {'requested_lb': 3, 'effective_lb': '283d', 'val_effective_start_date': '2023-03-23 00:00:00', 'val_effective_end_date': '2023-12-31 00:00:00', 'val_bars_used': 63, 'val_trades': 0, 'val_is_capped': False, 'val_sharpe': 0.0, 'score': -999.0}, '6': {'requested_lb': 6, 'effective_lb': '370d', 'val_effective_start_date': '2022-12-26 00:00:00', 'val_effective_end_date': '2023-12-31 00:00:00', 'val_bars_used': 122, 'val_trades': 204, 'val_is_capped': False, 'val_sharpe': -0.42438577826840795, 'score': -999.0}, '12': {'requested_lb': 12, 'effective_lb': '370d', 'val_effective_start_date': '2022-12-26 00:00:00', 'val_effective_end_date': '2023-12-31 00:00:00', 'val_bars_used': 122, 'val_trades': 204, 'val_is_capped': False, 'val_sharpe': -0.42438577826840795, 'score': -999.0}}",exposure_ratio(0.08) < 0.1,False,COMPLETE
5,-999.0,2025-12-27 17:46:39.199797,2025-12-27 17:46:47.582303,0 days 00:00:08.382506,7,140,17,0.08,"{'3': {'requested_lb': 3, 'effective_lb': '283d', 'val_effective_start_date': '2023-03-23 00:00:00', 'val_effective_end_date': '2023-12-31 00:00:00', 'val_bars_used': 63, 'val_trades': 0, 'val_is_capped': False, 'val_sharpe': 0.0, 'score': -999.0}, '6': {'requested_lb': 6, 'effective_lb': '370d', 'val_effective_start_date': '2022-12-26 00:00:00', 'val_effective_end_date': '2023-12-31 00:00:00', 'val_bars_used': 122, 'val_trades': 206, 'val_is_capped': False, 'val_sharpe': -1.075732049438026, 'score': -999.0}, '12': {'requested_lb': 12, 'effective_lb': '370d', 'val_effective_start_date': '2022-12-26 00:00:00', 'val_effective_end_date': '2023-12-31 00:00:00', 'val_bars_used': 122, 'val_trades': 206, 'val_is_capped': False, 'val_sharpe': -1.075732049438026, 'score': -999.0}}",exposure_ratio(0.08) < 0.1,False,COMPLETE
6,-999.0,2025-12-27 17:46:47.588725,2025-12-27 17:46:56.322421,0 days 00:00:08.733696,10,110,50,0.07,"{'3': {'requested_lb': 3, 'effective_lb': '283d', 'val_effective_start_date': '2023-03-23 00:00:00', 'val_effective_end_date': '2023-12-31 00:00:00', 'val_bars_used': 63, 'val_trades': 76, 'val_is_capped': False, 'val_sharpe': -0.025088761793304635, 'score': -999.0}, '6': {'requested_lb': 6, 'effective_lb': '370d', 'val_effective_start_date': '2022-12-26 00:00:00', 'val_effective_end_date': '2023-12-31 00:00:00', 'val_bars_used': 122, 'val_trades': 318, 'val_is_capped': False, 'val_sharpe': -1.9371496657846257, 'score': -1.9371496657846257}, '12': {'requested_lb': 12, 'effective_lb': '370d', 'val_effective_start_date': '2022-12-26 00:00:00', 'val_effective_end_date': '2023-12-31 00:00:00', 'val_bars_used': 122, 'val_trades': 318, 'val_is_capped': False, 'val_sharpe': -1.9371496657846257, 'score': -1.9371496657846257}}",Unknown Error,False,COMPLETE
0,-999.0,2025-12-27 17:45:50.782984,2025-12-27 17:46:04.704602,0 days 00:00:13.921618,12,100,58,0.13,"{'3': {'requested_lb': 3, 'effective_lb': '283d', 'val_effective_start_date': '2023-03-23 00:00:00', 'val_effective_end_date': '2023-12-31 00:00:00', 'val_bars_used': 63, 'val_trades': 114, 'val_is_capped': False, 'val_sharpe': 1.0711166234963423, 'score': -999.0}, '6': {'requested_lb': 6, 'effective_lb': '370d', 'val_effective_start_date': '2022-12-26 00:00:00', 'val_effective_end_date': '2023-12-31 00:00:00', 'val_bars_used': 122, 'val_trades': 358, 'val_is_capped': False, 'val_sharpe': -2.0868517632958326, 'score': -2.0868517632958326}, '12': {'requested_lb': 12, 'effective_lb': '370d', 'val_effective_start_date': '2022-12-26 00:00:00', 'val_effective_end_date': '2023-12-31 00:00:00', 'val_bars_used': 122, 'val_trades': 358, 'val_is_capped': False, 'val_sharpe': -2.0868517632958326, 'score': -2.0868517632958326}}",Unknown Error,False,COMPLETE
2,-999.0,2025-12-27 17:46:13.812487,2025-12-27 17:46:22.140308,0 days 00:00:08.327821,20,140,46,0.05,"{'3': {'requested_lb': 3, 'effective_lb': '283d', 'val_effective_start_date': '2023-03-23 00:00:00', 'val_effective_end_date': '2023-12-31 00:00:00', 'val_bars_used': 63, 'val_trades': 0, 'val_is_capped': False, 'val_sharpe': 0.0, 'score': -999.0}, '6': {'requested_lb': 6, 'effective_lb': '370d', 'val_effective_start_date': '2022-12-26 00:00:00', 'val_effective_end_date': '2023-12-31 00:00:00', 'val_bars_used': 122, 'val_trades': 199, 'val_is_capped': False, 'val_sharpe': -0.5311950524064838, 'score': -999.0}, '12': {'requested_lb': 12, 'effective_lb': '370d', 'val_effective_start_date': '2022-12-26 00:00:00', 'val_effective_end_date': '2023-12-31 00:00:00', 'val_bars_used': 122, 'val_trades': 199, 'val_is_capped': False, 'val_sharpe': -0.5311950524064838, 'score': -999.0}}",exposure_ratio(0.08) < 0.1,False,COMPLETE
15,-999.0,2025-12-27 17:48:08.169951,2025-12-27 17:48:16.007358,0 days 00:00:07.837407,18,190,26,0.11,"{'3': {'requested_lb': 3, 'effective_lb': '283d', 'val_effective_start_date': '2023-03-23 00:00:00', 'val_effective_end_date': '2023-12-31 00:00:00', 'val_bars_used': 63, 'val_trades': 0, 'val_is_capped': False, 'val_sharpe': 0.0, 'score': -999.0}, '6': {'requested_lb': 6, 'effective_lb': '370d', 'val_effective_start_date': '2022-12-26 00:00:00', 'val_effective_end_date': '2023-12-31 00:00:00', 'val_bars_used': 122, 'val_trades': 10, 'val_is_capped': False, 'val_sharpe': 0.0, 'score': -999.0}, '12': {'requested_lb': 12, 'effective_lb': '370d', 'val_effective_start_date': '2022-12-26 00:00:00', 'val_effective_end_date': '2023-12-31 00:00:00', 'val_bars_used': 122, 'val_trades': 10, 'val_is_capped': False, 'val_sharpe': 0.0, 'score': -999.0}}",exposure_ratio(0.00) < 0.1,False,COMPLETE
3,-999.0,2025-12-27 17:46:22.146347,2025-12-27 17:46:30.248736,0 days 00:00:08.102389,3,180,20,0.07,"{'3': {'requested_lb': 3, 'effective_lb': '283d', 'val_effective_start_date': '2023-03-23 00:00:00', 'val_effective_end_date': '2023-12-31 00:00:00', 'val_bars_used': 63, 'val_trades': 0, 'val_is_capped': False, 'val_sharpe': 0.0, 'score': -999.0}, '6': {'requested_lb': 6, 'effective_lb': '370d', 'val_effective_start_date': '2022-12-26 00:00:00', 'val_effective_end_date': '2023-12-31 00:00:00', 'val_bars_used': 122, 'val_trades': 49, 'val_is_capped': False, 'val_sharpe': -2.6097773800398567, 'score': -999.0}, '12': {'requested_lb': 12, 'effective_lb': '370d', 'val_effective_start_date': '2022-12-26 00:00:00', 'val_effective_end_date': '2023-12-31 00:00:00', 'val_bars_used': 122, 'val_trades': 49, 'val_is_capped': False, 'val_sharpe': -2.6097773800398567, 'score': -999.0}}",exposure_ratio(0.02) < 0.1,False,COMPLETE
20,-999.0,2025-12-27 17:48:51.615234,2025-12-27 17:49:00.176643,0 days 00:00:08.561409,11,120,48,0.14,"{'3': {'requested_lb': 3, 'effective_lb': '283d', 'val_effective_start_date': '2023-03-23 00:00:00', 'val_effective_end_date': '2023-12-31 00:00:00', 'val_bars_used': 63, 'val_trades': 40, 'val_is_capped': False, 'val_sharpe': -2.7559421250162415, 'score': -999.0}, '6': {'requested_lb': 6, 'effective_lb': '370d', 'val_effective_start_date': '2022-12-26 00:00:00', 'val_effective_end_date': '2023-12-31 00:00:00', 'val_bars_used': 122, 'val_trades': 271, 'val_is_capped': False, 'val_sharpe': -0.8003775724097832, 'score': -0.8003775724097832}, '12': {'requested_lb': 12, 'effective_lb': '370d', 'val_effective_start_date': '2022-12-26 00:00:00', 'val_effective_end_date': '2023-12-31 00:00:00', 'val_bars_used': 122, 'val_trades': 271, 'val_is_capped': False, 'val_sharpe': -0.8003775724097832, 'score': -0.8003775724097832}}",Unknown Error,False,COMPLETE
19,-999.0,2025-12-27 17:48:43.373129,2025-12-27 17:48:51.608963,0 days 00:00:08.235834,0,160,53,0.11,"{'3': {'requested_lb': 3, 'effective_lb': '283d', 'val_effective_start_date': '2023-03-23 00:00:00', 'val_effective_end_date': '2023-12-31 00:00:00', 'val_bars_used': 63, 'val_trades': 0, 'val_is_capped': False, 'val_sharpe': 0.0, 'score': -999.0}, '6': {'requested_lb': 6, 'effective_lb': '370d', 'val_effective_start_date': '2022-12-26 00:00:00', 'val_effective_end_date': '2023-12-31 00:00:00', 'val_bars_used': 122, 'val_trades': 119, 'val_is_capped': False, 'val_sharpe': -3.8308781177270146, 'score': -999.0}, '12': {'requested_lb': 12, 'effective_lb': '370d', 'val_effective_start_date': '2022-12-26 00:00:00', 'val_effective_end_date': '2023-12-31 00:00:00', 'val_bars_used': 122, 'val_trades': 119, 'val_is_capped': False, 'val_sharpe': -3.8308781177270146, 'score': -999.0}}",exposure_ratio(0.05) < 0.1,False,COMPLETE
30,-999.0,2025-12-27 17:50:23.592941,2025-12-27 17:50:32.833105,0 days 00:00:09.240164,13,100,47,0.13,"{'3': {'requested_lb': 3, 'effective_lb': '283d', 'val_effective_start_date': '2023-03-23 00:00:00', 'val_effective_end_date': '2023-12-31 00:00:00', 'val_bars_used': 63, 'val_trades': 114, 'val_is_capped': False, 'val_sharpe': 1.0711166234963423, 'score': -999.0}, '6': {'requested_lb': 6, 'effective_lb': '370d', 'val_effective_start_date': '2022-12-26 00:00:00', 'val_effective_end_date': '2023-12-31 00:00:00', 'val_bars_used': 122, 'val_trades': 360, 'val_is_capped': False, 'val_sharpe': -2.09331437505963, 'score': -2.09331437505963}, '12': {'requested_lb': 12, 'effective_lb': '370d', 'val_effective_start_date': '2022-12-26 00:00:00', 'val_effective_end_date': '2023-12-31 00:00:00', 'val_bars_used': 122, 'val_trades': 360, 'val_is_capped': False, 'val_sharpe': -2.09331437505963, 'score': -2.09331437505963}}",Unknown Error,False,COMPLETE
29,-999.0,2025-12-27 17:50:14.358368,2025-12-27 17:50:23.586027,0 days 00:00:09.227659,17,110,57,0.1,"{'3': {'requested_lb': 3, 'effective_lb': '283d', 'val_effective_start_date': '2023-03-23 00:00:00', 'val_effective_end_date': '2023-12-31 00:00:00', 'val_bars_used': 63, 'val_trades': 76, 'val_is_capped': False, 'val_sharpe': -0.025088761793304635, 'score': -999.0}, '6': {'requested_lb': 6, 'effective_lb': '370d', 'val_effective_start_date': '2022-12-26 00:00:00', 'val_effective_end_date': '2023-12-31 00:00:00', 'val_bars_used': 122, 'val_trades': 318, 'val_is_capped': False, 'val_sharpe': -1.9291021335178027, 'score': -1.9291021335178027}, '12': {'requested_lb': 12, 'effective_lb': '370d', 'val_effective_start_date': '2022-12-26 00:00:00', 'val_effective_end_date': '2023-12-31 00:00:00', 'val_bars_used': 122, 'val_trades': 318, 'val_is_capped': False, 'val_sharpe': -1.9291021335178027, 'score': -1.9291021335178027}}",Unknown Error,False,COMPLETE
40,-999.0,2025-12-27 17:51:59.352326,2025-12-27 17:52:08.128719,0 days 00:00:08.776393,7,130,38,0.08,"{'3': {'requested_lb': 3, 'effective_lb': '283d', 'val_effective_start_date': '2023-03-23 00:00:00', 'val_effective_end_date': '2023-12-31 00:00:00', 'val_bars_used': 63, 'val_trades': 0, 'val_is_capped': False, 'val_sharpe': 0.0, 'score': -999.0}, '6': {'requested_lb': 6, 'effective_lb': '370d', 'val_effective_start_date': '2022-12-26 00:00:00', 'val_effective_end_date': '2023-12-31 00:00:00', 'val_bars_used': 122, 'val_trades': 235, 'val_is_capped': False, 'val_sharpe': -1.0601437876209006, 'score': -999.0}, '12': {'requested_lb': 12, 'effective_lb': '370d', 'val_effective_start_date': '2022-12-26 00:00:00', 'val_effective_end_date': '2023-12-31 00:00:00', 'val_bars_used': 122, 'val_trades': 235, 'val_is_capped': False, 'val_sharpe': -1.0601437876209006, 'score': -999.0}}",exposure_ratio(0.09) < 0.1,False,COMPLETE
43,-999.0,2025-12-27 17:52:27.478791,2025-12-27 17:52:36.016404,0 days 00:00:08.537613,5,160,33,0.08,"{'3': {'requested_lb': 3, 'effective_lb': '283d', 'val_effective_start_date': '2023-03-23 00:00:00', 'val_effective_end_date': '2023-12-31 00:00:00', 'val_bars_used': 63, 'val_trades': 0, 'val_is_capped': False, 'val_sharpe': 0.0, 'score': -999.0}, '6': {'requested_lb': 6, 'effective_lb': '370d', 'val_effective_start_date': '2022-12-26 00:00:00', 'val_effective_end_date': '2023-12-31 00:00:00', 'val_bars_used': 122, 'val_trades': 122, 'val_is_capped': False, 'val_sharpe': -3.7503176064955763, 'score': -999.0}, '12': {'requested_lb': 12, 'effective_lb': '370d', 'val_effective_start_date': '2022-12-26 00:00:00', 'val_effective_end_date': '2023-12-31 00:00:00', 'val_bars_used': 122, 'val_trades': 122, 'val_is_capped': False, 'val_sharpe': -3.7503176064955763, 'score': -999.0}}",exposure_ratio(0.05) < 0.1,False,COMPLETE
